date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:16:56	33816/33816	---M--	200	added ('OK')	application/x-font-ttf	date:Wed,%2016%20Nov%202016%2016:05:28%20GMT	http://www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/ClearfaceStdHeavy.ttf	C:/Users/esako_000/Desktop/WEB2/www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/ClearfaceStdHeavy.ttf	(from http://www.quad.fr/sites/default/files/css/css_eIgWCGtHQPrdunpjG1rprYtKQ0VuCOvW0YaoPBapOnA.css)
14:16:57	23144/23144	---M--	200	added ('OK')	text/plain	date:Wed,%2016%20Nov%202016%2016:05:29%20GMT	http://www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/DomaineDispCondSemibold.woff2	C:/Users/esako_000/Desktop/WEB2/www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/DomaineDispCondSemibold.woff2	(from http://www.quad.fr/sites/default/files/css/css_eIgWCGtHQPrdunpjG1rprYtKQ0VuCOvW0YaoPBapOnA.css)
14:16:58	84272/84272	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2016%20Nov%202016%2016:05:29%20GMT	http://www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/DomaineDispCondSemibold.eot	C:/Users/esako_000/Desktop/WEB2/www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/DomaineDispCondSemibold.eot	(from http://www.quad.fr/sites/default/files/css/css_eIgWCGtHQPrdunpjG1rprYtKQ0VuCOvW0YaoPBapOnA.css)
14:16:58	31704/31704	---M--	200	added ('OK')	application/x-font-woff	date:Wed,%2016%20Nov%202016%2016:05:29%20GMT	http://www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/DomaineDispCondSemibold.woff	C:/Users/esako_000/Desktop/WEB2/www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/DomaineDispCondSemibold.woff	(from http://www.quad.fr/sites/default/files/css/css_eIgWCGtHQPrdunpjG1rprYtKQ0VuCOvW0YaoPBapOnA.css)
14:17:00	363420/363420	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2016%20Nov%202016%2016:05:29%20GMT	http://www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/DomaineDispCondSemibold.svg	C:/Users/esako_000/Desktop/WEB2/www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/DomaineDispCondSemibold.svg	(from http://www.quad.fr/sites/default/files/css/css_eIgWCGtHQPrdunpjG1rprYtKQ0VuCOvW0YaoPBapOnA.css)
14:17:03	83920/83920	---M--	200	added ('OK')	application/x-font-ttf	date:Wed,%2016%20Nov%202016%2016:05:29%20GMT	http://www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/DomaineDispCondSemibold.ttf	C:/Users/esako_000/Desktop/WEB2/www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/DomaineDispCondSemibold.ttf	(from http://www.quad.fr/sites/default/files/css/css_eIgWCGtHQPrdunpjG1rprYtKQ0VuCOvW0YaoPBapOnA.css)
14:17:03	84134/84134	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2016%20Nov%202016%2016:05:28%20GMT	http://www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/DomaineDispCondRegular.eot	C:/Users/esako_000/Desktop/WEB2/www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/DomaineDispCondRegular.eot	(from http://www.quad.fr/sites/default/files/css/css_eIgWCGtHQPrdunpjG1rprYtKQ0VuCOvW0YaoPBapOnA.css)
14:17:04	22504/22504	---M--	200	added ('OK')	text/plain	date:Wed,%2016%20Nov%202016%2016:05:28%20GMT	http://www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/DomaineDispCondRegular.woff2	C:/Users/esako_000/Desktop/WEB2/www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/DomaineDispCondRegular.woff2	(from http://www.quad.fr/sites/default/files/css/css_eIgWCGtHQPrdunpjG1rprYtKQ0VuCOvW0YaoPBapOnA.css)
14:17:04	30856/30856	---M--	200	added ('OK')	application/x-font-woff	date:Wed,%2016%20Nov%202016%2016:05:28%20GMT	http://www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/DomaineDispCondRegular.woff	C:/Users/esako_000/Desktop/WEB2/www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/DomaineDispCondRegular.woff	(from http://www.quad.fr/sites/default/files/css/css_eIgWCGtHQPrdunpjG1rprYtKQ0VuCOvW0YaoPBapOnA.css)
14:17:05	350346/350346	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2016%20Nov%202016%2016:05:28%20GMT	http://www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/DomaineDispCondRegular.svg	C:/Users/esako_000/Desktop/WEB2/www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/DomaineDispCondRegular.svg	(from http://www.quad.fr/sites/default/files/css/css_eIgWCGtHQPrdunpjG1rprYtKQ0VuCOvW0YaoPBapOnA.css)
14:17:07	29932/29932	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2016%20Nov%202016%2016:05:27%20GMT	http://www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/KnockoutHTF27JuniorBantamwt.eot	C:/Users/esako_000/Desktop/WEB2/www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/KnockoutHTF27JuniorBantamwt.eot	(from http://www.quad.fr/sites/default/files/css/css_eIgWCGtHQPrdunpjG1rprYtKQ0VuCOvW0YaoPBapOnA.css)
14:17:08	83776/83776	---M--	200	added ('OK')	application/x-font-ttf	date:Wed,%2016%20Nov%202016%2016:05:28%20GMT	http://www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/DomaineDispCondRegular.ttf	C:/Users/esako_000/Desktop/WEB2/www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/DomaineDispCondRegular.ttf	(from http://www.quad.fr/sites/default/files/css/css_eIgWCGtHQPrdunpjG1rprYtKQ0VuCOvW0YaoPBapOnA.css)
14:17:08	11812/11812	---M--	200	added ('OK')	text/plain	date:Wed,%2016%20Nov%202016%2016:05:27%20GMT	http://www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/KnockoutHTF27JuniorBantamwt.woff2	C:/Users/esako_000/Desktop/WEB2/www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/KnockoutHTF27JuniorBantamwt.woff2	(from http://www.quad.fr/sites/default/files/css/css_eIgWCGtHQPrdunpjG1rprYtKQ0VuCOvW0YaoPBapOnA.css)
14:17:09	15928/15928	---M--	200	added ('OK')	application/x-font-woff	date:Wed,%2016%20Nov%202016%2016:05:28%20GMT	http://www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/KnockoutHTF27JuniorBantamwt.woff	C:/Users/esako_000/Desktop/WEB2/www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/KnockoutHTF27JuniorBantamwt.woff	(from http://www.quad.fr/sites/default/files/css/css_eIgWCGtHQPrdunpjG1rprYtKQ0VuCOvW0YaoPBapOnA.css)
14:17:10	140882/140882	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2016%20Nov%202016%2016:05:27%20GMT	http://www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/KnockoutHTF27JuniorBantamwt.svg	C:/Users/esako_000/Desktop/WEB2/www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/KnockoutHTF27JuniorBantamwt.svg	(from http://www.quad.fr/sites/default/files/css/css_eIgWCGtHQPrdunpjG1rprYtKQ0VuCOvW0YaoPBapOnA.css)
14:17:10	29692/29692	---M--	200	added ('OK')	application/x-font-ttf	date:Wed,%2016%20Nov%202016%2016:05:27%20GMT	http://www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/KnockoutHTF27JuniorBantamwt.ttf	C:/Users/esako_000/Desktop/WEB2/www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/KnockoutHTF27JuniorBantamwt.ttf	(from http://www.quad.fr/sites/default/files/css/css_eIgWCGtHQPrdunpjG1rprYtKQ0VuCOvW0YaoPBapOnA.css)
14:17:11	27500/27500	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2016%20Nov%202016%2016:05:28%20GMT	http://www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/KnockoutHTF67FullBantamwt.eot	C:/Users/esako_000/Desktop/WEB2/www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/KnockoutHTF67FullBantamwt.eot	(from http://www.quad.fr/sites/default/files/css/css_eIgWCGtHQPrdunpjG1rprYtKQ0VuCOvW0YaoPBapOnA.css)
14:17:11	11200/11200	---M--	200	added ('OK')	text/plain	date:Wed,%2016%20Nov%202016%2016:05:28%20GMT	http://www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/KnockoutHTF67FullBantamwt.woff2	C:/Users/esako_000/Desktop/WEB2/www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/KnockoutHTF67FullBantamwt.woff2	(from http://www.quad.fr/sites/default/files/css/css_eIgWCGtHQPrdunpjG1rprYtKQ0VuCOvW0YaoPBapOnA.css)
14:17:12	15044/15044	---M--	200	added ('OK')	application/x-font-woff	date:Wed,%2016%20Nov%202016%2016:05:28%20GMT	http://www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/KnockoutHTF67FullBantamwt.woff	C:/Users/esako_000/Desktop/WEB2/www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/KnockoutHTF67FullBantamwt.woff	(from http://www.quad.fr/sites/default/files/css/css_eIgWCGtHQPrdunpjG1rprYtKQ0VuCOvW0YaoPBapOnA.css)
14:17:13	114704/114704	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2016%20Nov%202016%2016:05:28%20GMT	http://www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/KnockoutHTF67FullBantamwt.svg	C:/Users/esako_000/Desktop/WEB2/www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/KnockoutHTF67FullBantamwt.svg	(from http://www.quad.fr/sites/default/files/css/css_eIgWCGtHQPrdunpjG1rprYtKQ0VuCOvW0YaoPBapOnA.css)
14:17:13	27268/27268	---M--	200	added ('OK')	application/x-font-ttf	date:Wed,%2016%20Nov%202016%2016:05:28%20GMT	http://www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/KnockoutHTF67FullBantamwt.ttf	C:/Users/esako_000/Desktop/WEB2/www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/KnockoutHTF67FullBantamwt.ttf	(from http://www.quad.fr/sites/default/files/css/css_eIgWCGtHQPrdunpjG1rprYtKQ0VuCOvW0YaoPBapOnA.css)
14:17:14	19484/19484	---M--	200	added ('OK')	text/plain	date:Wed,%2016%20Nov%202016%2016:05:32%20GMT	http://www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/TypeTypeTTRoundsCondensedBold.woff2	C:/Users/esako_000/Desktop/WEB2/www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/TypeTypeTTRoundsCondensedBold.woff2	(from http://www.quad.fr/sites/default/files/css/css_eIgWCGtHQPrdunpjG1rprYtKQ0VuCOvW0YaoPBapOnA.css)
14:17:15	69778/69778	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2016%20Nov%202016%2016:05:29%20GMT	http://www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/TypeTypeTTRoundsCondensedBold.eot	C:/Users/esako_000/Desktop/WEB2/www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/TypeTypeTTRoundsCondensedBold.eot	(from http://www.quad.fr/sites/default/files/css/css_eIgWCGtHQPrdunpjG1rprYtKQ0VuCOvW0YaoPBapOnA.css)
14:17:15	27724/27724	---M--	200	added ('OK')	application/x-font-woff	date:Wed,%2016%20Nov%202016%2016:05:29%20GMT	http://www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/TypeTypeTTRoundsCondensedBold.woff	C:/Users/esako_000/Desktop/WEB2/www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/TypeTypeTTRoundsCondensedBold.woff	(from http://www.quad.fr/sites/default/files/css/css_eIgWCGtHQPrdunpjG1rprYtKQ0VuCOvW0YaoPBapOnA.css)
14:17:17	343619/343619	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2016%20Nov%202016%2016:05:29%20GMT	http://www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/TypeTypeTTRoundsCondensedBold.svg	C:/Users/esako_000/Desktop/WEB2/www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/TypeTypeTTRoundsCondensedBold.svg	(from http://www.quad.fr/sites/default/files/css/css_eIgWCGtHQPrdunpjG1rprYtKQ0VuCOvW0YaoPBapOnA.css)
14:17:18	69520/69520	---M--	200	added ('OK')	application/x-font-ttf	date:Wed,%2016%20Nov%202016%2016:05:29%20GMT	http://www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/TypeTypeTTRoundsCondensedBold.ttf	C:/Users/esako_000/Desktop/WEB2/www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/TypeTypeTTRoundsCondensedBold.ttf	(from http://www.quad.fr/sites/default/files/css/css_eIgWCGtHQPrdunpjG1rprYtKQ0VuCOvW0YaoPBapOnA.css)
14:17:19	66912/66912	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2016%20Nov%202016%2016:05:28%20GMT	http://www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/TypeTypeTTRoundsCondensedRegular.eot	C:/Users/esako_000/Desktop/WEB2/www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/TypeTypeTTRoundsCondensedRegular.eot	(from http://www.quad.fr/sites/default/files/css/css_eIgWCGtHQPrdunpjG1rprYtKQ0VuCOvW0YaoPBapOnA.css)
14:17:19	18228/18228	---M--	200	added ('OK')	text/plain	date:Wed,%2016%20Nov%202016%2016:05:28%20GMT	http://www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/TypeTypeTTRoundsCondensedRegular.woff2	C:/Users/esako_000/Desktop/WEB2/www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/TypeTypeTTRoundsCondensedRegular.woff2	(from http://www.quad.fr/sites/default/files/css/css_eIgWCGtHQPrdunpjG1rprYtKQ0VuCOvW0YaoPBapOnA.css)
14:17:20	5116383/5116383	---M--	200	added ('OK')	video/mp4	date:Sat,%2008%20Oct%202016%2012:14:06%20GMT	http://www.quad.fr/sites/default/files/field_entity_bg_video__entity/L%20Oreal%20Color%20Riche%20color%20obsession_HD.mp4	C:/Users/esako_000/Desktop/WEB2/www.quad.fr/sites/default/files/field_entity_bg_video__entity/L%20Oreal%20Color%20Riche%20color%20obsession_HD.mp4	(from http://www.quad.fr/)
14:17:20	26580/26580	---M--	200	added ('OK')	application/x-font-woff	date:Wed,%2016%20Nov%202016%2016:05:28%20GMT	http://www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/TypeTypeTTRoundsCondensedRegular.woff	C:/Users/esako_000/Desktop/WEB2/www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/TypeTypeTTRoundsCondensedRegular.woff	(from http://www.quad.fr/sites/default/files/css/css_eIgWCGtHQPrdunpjG1rprYtKQ0VuCOvW0YaoPBapOnA.css)
14:17:21	313691/313691	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2016%20Nov%202016%2016:05:28%20GMT	http://www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/TypeTypeTTRoundsCondensedRegular.svg	C:/Users/esako_000/Desktop/WEB2/www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/TypeTypeTTRoundsCondensedRegular.svg	(from http://www.quad.fr/sites/default/files/css/css_eIgWCGtHQPrdunpjG1rprYtKQ0VuCOvW0YaoPBapOnA.css)
14:17:23	11624/11624	---M--	200	added ('OK')	text/plain	date:Wed,%2016%20Nov%202016%2016:05:26%20GMT	http://www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/RotisSemiSansStdBold.woff2	C:/Users/esako_000/Desktop/WEB2/www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/RotisSemiSansStdBold.woff2	(from http://www.quad.fr/sites/default/files/css/css_eIgWCGtHQPrdunpjG1rprYtKQ0VuCOvW0YaoPBapOnA.css)
14:17:23	26056/26056	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2016%20Nov%202016%2016:05:27%20GMT	http://www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/RotisSemiSansStdBold.eot	C:/Users/esako_000/Desktop/WEB2/www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/RotisSemiSansStdBold.eot	(from http://www.quad.fr/sites/default/files/css/css_eIgWCGtHQPrdunpjG1rprYtKQ0VuCOvW0YaoPBapOnA.css)
14:17:23	66636/66636	---M--	200	added ('OK')	application/x-font-ttf	date:Wed,%2016%20Nov%202016%2016:05:28%20GMT	http://www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/TypeTypeTTRoundsCondensedRegular.ttf	C:/Users/esako_000/Desktop/WEB2/www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/TypeTypeTTRoundsCondensedRegular.ttf	(from http://www.quad.fr/sites/default/files/css/css_eIgWCGtHQPrdunpjG1rprYtKQ0VuCOvW0YaoPBapOnA.css)
14:17:23	15576/15576	---M--	200	added ('OK')	application/x-font-woff	date:Wed,%2016%20Nov%202016%2016:05:26%20GMT	http://www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/RotisSemiSansStdBold.woff	C:/Users/esako_000/Desktop/WEB2/www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/RotisSemiSansStdBold.woff	(from http://www.quad.fr/sites/default/files/css/css_eIgWCGtHQPrdunpjG1rprYtKQ0VuCOvW0YaoPBapOnA.css)
14:17:24	69232/69232	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2016%20Nov%202016%2016:05:27%20GMT	http://www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/RotisSemiSansStdBold.svg	C:/Users/esako_000/Desktop/WEB2/www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/RotisSemiSansStdBold.svg	(from http://www.quad.fr/sites/default/files/css/css_eIgWCGtHQPrdunpjG1rprYtKQ0VuCOvW0YaoPBapOnA.css)
14:17:24	25788/25788	---M--	200	added ('OK')	application/x-font-ttf	date:Wed,%2016%20Nov%202016%2016:05:26%20GMT	http://www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/RotisSemiSansStdBold.ttf	C:/Users/esako_000/Desktop/WEB2/www.quad.fr/sites/all/themes/custom/quad_entities/fonts_conv/RotisSemiSansStdBold.ttf	(from http://www.quad.fr/sites/default/files/css/css_eIgWCGtHQPrdunpjG1rprYtKQ0VuCOvW0YaoPBapOnA.css)
14:17:31	4907036/4907036	---M--	200	added ('OK')	video/mp4	date:Fri,%2014%20Oct%202016%2015:20:34%20GMT	http://www.quad.fr/sites/default/files/field_entity_bg_video__entity/Travel%20Portland%20compilation_HD%20(1).mp4	C:/Users/esako_000/Desktop/WEB2/www.quad.fr/sites/default/files/field_entity_bg_video__entity/Travel%20Portland%20compilation_HD%20(1).mp4	(from http://www.quad.fr/)
14:17:32	4623054/4623054	---M--	200	added ('OK')	video/mp4	date:Sat,%2008%20Oct%202016%2012:14:19%20GMT	http://www.quad.fr/sites/default/files/field_entity_bg_video__entity/Cartier%20lodyssee_HD.mp4	C:/Users/esako_000/Desktop/WEB2/www.quad.fr/sites/default/files/field_entity_bg_video__entity/Cartier%20lodyssee_HD.mp4	(from http://www.quad.fr/)
14:17:38	6033412/6033412	---M--	200	added ('OK')	video/mp4	date:Sat,%2008%20Oct%202016%2012:14:14%20GMT	http://www.quad.fr/sites/default/files/field_entity_bg_video__entity/le_secret_d_elise_hd.mp4	C:/Users/esako_000/Desktop/WEB2/www.quad.fr/sites/default/files/field_entity_bg_video__entity/le_secret_d_elise_hd.mp4	(from http://www.quad.fr/)
14:21:26	5479593/5479593	UR-M--	200	added ('Partial%20Content')	video/mp4	date:Tue,%2029%20Nov%202016%2012:12:28%20GMT	http://www.quad.fr/sites/default/files/field_entity_bg_video__entity/Aguadecoco%20toni%20garnn_HD%20(3).mp4	C:/Users/esako_000/Desktop/WEB2/www.quad.fr/sites/default/files/field_entity_bg_video__entity/Aguadecoco%20toni%20garnn_HD%20(3).mp4	(from http://www.quad.fr/)
14:21:30	5740459/5740459	UR-M--	200	added ('Partial%20Content')	video/mp4	date:Sat,%2008%20Oct%202016%2012:14:19%20GMT	http://www.quad.fr/sites/default/files/field_entity_bg_video__entity/Poire%20au%20Vin_HD.mp4	C:/Users/esako_000/Desktop/WEB2/www.quad.fr/sites/default/files/field_entity_bg_video__entity/Poire%20au%20Vin_HD.mp4	(from http://www.quad.fr/)
14:21:32	5495577/5495577	UR-M--	200	added ('Partial%20Content')	video/mp4	date:Tue,%2018%20Oct%202016%2013:19:32%20GMT	http://www.quad.fr/sites/default/files/field_entity_bg_video__entity/Ballerina_HD%20(1).mp4	C:/Users/esako_000/Desktop/WEB2/www.quad.fr/sites/default/files/field_entity_bg_video__entity/Ballerina_HD%20(1).mp4	(from http://www.quad.fr/)
14:22:52	11954448/11954448	UR-M--	200	added ('Partial%20Content')	video/mp4	date:Mon,%2028%20Nov%202016%2010:11:49%20GMT	http://www.quad.fr/sites/default/files/field_showreel_video_mobile__page_home/BANDE_DEMO_QUAD_FLUME_Mobile.mp4	C:/Users/esako_000/Desktop/WEB2/www.quad.fr/sites/default/files/field_showreel_video_mobile__page_home/BANDE_DEMO_QUAD_FLUME_Mobile.mp4	(from http://www.quad.fr/)
14:22:58	4926014/4926014	UR-M--	200	added ('Partial%20Content')	video/mp4	date:Fri,%2014%20Oct%202016%2015:22:12%20GMT	http://www.quad.fr/sites/default/files/field_entity_bg_video__entity/Aufgang%20summer_HD%20(1).mp4	C:/Users/esako_000/Desktop/WEB2/www.quad.fr/sites/default/files/field_entity_bg_video__entity/Aufgang%20summer_HD%20(1).mp4	(from http://www.quad.fr/)
14:23:04	64990440/64990440	UR-M--	200	added ('Partial%20Content')	video/mp4	date:Wed,%2007%20Dec%202016%2012:53:40%20GMT	http://www.quad.fr/sites/default/files/field_showreel_video__page_home/DEMO%20QUAD%20GROUP%202016_A114.mp4	C:/Users/esako_000/Desktop/WEB2/www.quad.fr/sites/default/files/field_showreel_video__page_home/DEMO%20QUAD%20GROUP%202016_A114.mp4	(from http://www.quad.fr/)
